number,rank,title,recruitment,recruitment_bin,postedresults,resultsarrived_bin,conditions,intervention.merge,phase2,enrollment,gender,fund_source_grp,interventionmodel,randomized,purpose,yearreceived,yearstart,primarylength,intervention.model,phase,masking,testing,masking2,enrollment.log,enrollment.log.cut
1592,1742,the influence of gonadal hormone suppression on adipocyte lineage and the microbiome,Enrolling by invitation,3,0,0,Adipose Tissue|Microbiome|Menopause,other,Others,20,Female,AllOther,0,NA,4,2018,2018,1815,0,Others,1,NA,1,2.995732273553991,"(2,3]"
2366,3022,tace with or without sbrt as bridging therapy for pre-transplant hcc patients,"Active, not recruiting",1,0,0,Hepatocellular Carcinoma,other,Others,40,All,AllOther,1,0,0,2013,2013,3075,1,Others,0,NA,0,3.6888794541139363,"(3,4]"
3075,4145,strategies and opportunities to stop colon cancer in priority populations,Completed,4,1,1,Colorectal Cancer,other,Others,62155,All,NIH&Combos,1,0,4,2012,2013,1126,1,Others,0,NA,0,11.037386544225816,"(7,13]"
1695,1876,exercise intervention in liver transplant patients,Completed,4,0,0,End Stage Liver Disease|Sarcopenia|Liver Cirrhoses,behavioral,Others,83,All,AllOther,1,0,0,2015,2016,1248,1,Others,0,NA,0,4.418840607796598,"(4,5]"
57,57,utility of bowel ultrasound in diagnosing necrotizing eneterocolitis in congenital heart disease,Withdrawn,7,0,0,"Enterocolitis, Necrotizing|Congenital Heart Disease",device,Others,NA,All,AllOther,1,0,2,2017,2017,364,1,Others,0,NA,0,NA,NA
2186,2653,perioperative palliative care surrounding cancer surgery for patients & their family members,Recruiting,2,0,0,Gastrointestinal Cancer,other,Others,380,All,AllOther,1,0,4,2018,2018,860,1,Others,0,NA,0,5.940171252720432,"(5,6]"
1031,1086,follow-up yttrium-90 internal pair production pet/ct vs brehmsstrahlung imaging in patients with primary/metastatic liver tumors,Completed,4,1,1,Liver Cancer|Hepatic Tumors,device,Others,9,All,AllOther,0,NA,4,2014,2013,1279,0,Others,1,NA,1,2.1972245773362196,"(2,3]"
1246,1330,a trial of thickened feeds to treat gastroesophageal reflux in children admitted after choking spell,Terminated,5,0,0,Apparent Life Threatening Event|Gastroesophageal Reflux|Aspiration,other,Others,3,All,AllOther,1,0,0,2017,2017,1439,1,Others,0,NA,0,1.0986122886681098,"(1,2]"
2094,2500,acupuncture for unintentional weight loss and anorexia with gi cancer,Completed,4,0,0,Malignant Neoplasm of Gastrointestinal Tract,device,Others,45,All,AllOther,1,0,4,2014,2014,578,1,Others,1,NA,1,3.8066624897703196,"(3,4]"
1404,1507,use of radiofrequency ablation for rgb salvage,Completed,4,1,1,Obesity,device,Others,25,All,Industry&Combos,0,NA,0,2013,2013,914,0,Others,1,NA,1,3.2188758248682006,"(3,4]"
257,261,correlation and comparison of the hepquant ® disease severity index (dsi) with hepatic venous pressure gradient (hvpg),Completed,4,1,1,Liver Disease,drug or biologic,NA,20,All,AllOther,0,NA,2,2015,2016,359,0,NA,1,NA,1,2.995732273553991,"(2,3]"
3203,4451,assessing the utility of cognitive behavioral therapy for pain control in patients with chronic pancreatitis,Completed,4,0,0,Chronic Pancreatitis,behavioral,Others,9,All,AllOther,1,0,4,2017,2017,929,1,Others,0,NA,0,2.1972245773362196,"(2,3]"
1520,1651,pulmonary rehabilitation in end-stage liver disease,Recruiting,2,0,0,End Stage Liver Disease,behavioral,Others,50,All,AllOther,1,0,4,2017,2018,1367,1,Others,0,NA,0,3.912023005428146,"(3,4]"
1435,1544,pilot study of triphala and rubia cordifolia on gut microbiome and skin,Completed,4,0,0,Sebum Production|Stool Microbiome|Transepidermal Water Loss|Facial Brrightness|Erythema|Wrinkles|Facial Shine,other,Others,35,All,AllOther,1,0,4,2018,2018,157,1,Others,4,NA,2,3.5553480614894135,"(3,4]"
2317,2914,virtual reality alternative to pharmacological sedation during colonoscopy,Recruiting,2,0,0,Colonoscopy,device,Others,25,All,AllOther,0,NA,0,2020,2019,633,0,Others,1,NA,1,3.2188758248682006,"(3,4]"
1053,1108,srl (sirolimus) withdrawal,Completed,4,0,0,Acute Rejection of Liver Transplant|Effects of Immunosuppressant Therapy,drug or biologic,NA,25,All,AllOther,0,NA,2,2014,2013,2679,0,NA,1,NA,1,3.2188758248682006,"(3,4]"
2319,2922,internet based cognitive behavioral therapy in pediatric chronic pancreatitis,Recruiting,2,0,0,Chronic Pancreatitis|Acute Recurrent Pancreatitis,behavioral,Others,260,All,Industry&Combos,1,0,0,2018,2019,1377,1,Others,4,NA,2,5.560681631015528,"(5,6]"
3694,6122,smartphone based adot treatment with fixed-dose elbasvir and grazoprevir in pwids,Unknown status,8,0,0,Hepatitis C|Medication Adherence,behavioral,Others,75,All,Industry&Combos,1,0,0,2017,2017,365,1,Others,0,NA,0,4.31748811353631,"(4,5]"
958,1008,"a patient portal tool, e-assist, for supporting crc screening","Active, not recruiting",1,0,0,Colorectal Cancer,behavioral,Others,1826,All,NIH&Combos,1,0,4,2016,2017,1199,1,Others,2,NA,2,7.509883061154913,"(7,13]"
1083,1143,the beans to enrich the gut microbiome vs. obesity's negative effects (be gone) trial,"Active, not recruiting",1,0,0,Colorectal Cancer Prevention,other,Others,80,All,AllOther,3,0,1,2016,2016,3263,3,Others,0,NA,0,4.382026634673881,"(4,5]"
201,204,gastric artery embolization trial for lessening appetite nonsurgically,Unknown status,8,0,0,Arterial Embolization|Other Surgical Procedures|Obesity,device,Others,5,All,AllOther,0,NA,0,2014,2014,1126,0,Others,1,NA,1,1.6094379124341003,"(1,2]"
1965,2311,whole grain and fiber addition study,Completed,4,0,0,Healthy,other,Others,29,All,Industry&Combos,3,0,4,2018,2018,301,3,Others,0,NA,0,3.367295829986474,"(3,4]"
1141,1212,advanced mr imaging for early biologic tumor changes to neoadjuvant chemoradiation treatment for rectal cancer,Completed,4,0,0,Rectal Cancer,procedure,Others,28,All,AllOther,3,0,2,2013,2013,1533,3,Others,0,NA,0,3.332204510175204,"(3,4]"
1232,1310,serial sms reminders and an opt-out mailed fit kits to improve colorectal screening participation: a single center rct,Completed,4,0,0,Bowel Cancer|Colon Cancer,behavioral,Others,440,All,AllOther,1,0,4,2018,2018,85,1,Others,1,NA,1,6.0867747269123065,"(6,7]"
2156,2597,effect of heavy alcohol consumption on farnesoid x receptor (fxr) signaling,Recruiting,2,0,0,Alcohol Consumption,drug or biologic,NA,45,All,IndustryNIHPartnership,1,0,4,2016,2016,1948,1,NA,4,NA,2,3.8066624897703196,"(3,4]"
2741,3674,ocs liver protect trial: preserving and assessing donor livers for transplantation,"Active, not recruiting",1,0,0,Liver Transplantation|Liver Preservation for Transplant,device,Others,300,All,Industry&Combos,1,0,0,2015,2016,1357,1,Others,0,NA,0,5.703782474656201,"(5,6]"
1900,2205,water immersion and polyp detection: a randomized controlled trial,Completed,4,1,1,Adenoma|Colonic Neoplasms,procedure,Others,121,All,AllOther,3,0,4,2017,2017,548,3,Others,0,NA,0,4.795790545596741,"(4,5]"
4016,7591,abatacept vs placebo in ra patients with hepatitis b on entecavir background,Withdrawn,7,0,0,Rheumatoid Arthritis|Chronic Hepatitis B,drug or biologic,NA,NA,All,AllOther,3,0,0,2014,2014,1442,3,NA,4,NA,2,NA,NA
2394,3078,a pilot study of individualized adaptive radiation therapy for hepatocellular carcinoma,Recruiting,2,0,0,Hepatocellular Carcinoma,other,Others,80,All,NIH&Combos,0,NA,0,2015,2016,2287,0,Others,1,NA,1,4.382026634673881,"(4,5]"
3037,4081,a trial of percutaneous vs. endoscopic drainage of suspected klatskin tumors,Terminated,5,0,0,Cholangiocarcinoma|Hilar Lymphadenopathy|Biliary Stricture,procedure,Others,13,All,AllOther,1,0,0,2017,2017,600,1,Others,0,NA,0,2.5649493574615367,"(2,3]"
161,161,randomized trial of wire and sphincterotome systems for biliary cannulation,Completed,4,0,0,"Cholestasis, Extrahepatic",other,Others,498,All,AllOther,2,0,0,2014,2016,0,1,Others,1,NA,1,6.210600077024653,"(6,7]"
3235,4540,improving mental and physical health and decreasing hospital readmission after pancreatectomy through enhanced patient and caregiver education and engagement,Terminated,5,0,0,Pancreatectomy,other,Others,91,All,AllOther,1,0,4,2015,2016,988,1,Others,0,NA,0,4.51085950651685,"(4,5]"
3402,5121,trial of the effect of timing of cholecystectomy during initial admission for mild gallstone pancreatitis,Completed,4,0,0,Pancreatitis,procedure,Others,100,All,AllOther,1,0,0,2016,2016,757,1,Others,0,NA,0,4.605170185988092,"(4,5]"
1690,1868,sensorimotor dysfunction in achalasia,Withdrawn,7,0,0,Achalasia,device,Others,NA,All,AllOther,0,NA,2,2015,2018,166,0,Others,1,NA,1,NA,NA
626,653,ct perfusion images in assessing treatment response in patients with pancreatic cancer,Enrolling by invitation,3,0,0,Pancreatic Ductal Adenocarcinoma,device,Others,150,All,NIH&Combos,0,NA,4,2017,2017,3022,0,Others,1,NA,1,5.0106352940962555,"(5,6]"
622,649,nutritional impact of serum-derived bovine immunoglobulin protein isolate in subjects with ipaa,Completed,4,0,0,Pouchitis|Irritable Pouch Syndrome,other,Others,6,All,Industry&Combos,0,NA,0,2016,2016,335,0,Others,1,NA,1,1.791759469228055,"(1,2]"
1836,2091,"young, empowered & strong (yes): the young women's breast cancer study 2- focus on intervention pilot",Completed,4,0,0,Breast Cancer,other,Others,30,Female,AllOther,1,1,4,2019,2019,119,1,Others,0,NA,0,3.4011973816621555,"(3,4]"
1287,1374,"an assessment of the glyconutrient ambrotoseâ„¢ on immunity, gut health, and safety in men and women",Completed,4,0,0,Healthy,other,Others,75,All,AllOther,1,0,4,2020,2018,212,1,Others,2,safety,2,4.31748811353631,"(4,5]"
10,10,use of a colon irrigation device as a preparation for a colon visualization procedure,Completed,4,0,0,Screening Colonoscopy,device,Others,10,All,Industry&Combos,0,NA,NA,2018,2019,206,0,Others,1,NA,1,2.302585092994046,"(2,3]"
778,815,pre-emptive analgesia in ano-rectal surgery,Completed,4,0,0,Hemorrhoids|Fissure in Ano|Rectal Fistula|Anal Condyloma,drug or biologic,NA,90,All,AllOther,1,0,0,2015,2014,1065,1,NA,4,NA,2,4.499809670330265,"(4,5]"
3451,5242,promoting cancer screening among medicaid recipients in minnesota,Completed,4,0,0,Colorectal Cancer|Breast Cancer,behavioral,Others,10000,All,AllOther,1,0,4,2017,2014,160,1,Others,2,NA,2,9.210340371976184,"(7,13]"
197,199,a prospectivetrial comparing thunderbeat to the ligasure energy device during laparoscopic colon surgery,Completed,4,1,1,Colon Cancer,device,Others,73,All,Industry&Combos,1,0,4,2015,2016,1170,1,Others,0,NA,0,4.290459441148391,"(4,5]"
2622,3523,pre-operative biliary sems rct during neoadjuvant therapy,Completed,4,1,1,Pancreatic Cancer,device,Others,119,All,Industry&Combos,1,0,0,2014,2015,1065,1,Others,0,NA,0,4.77912349311153,"(4,5]"
81,81,[impedance measurement for non-erosive reflux disease,Withdrawn,7,0,0,GERD|Healthy,device,Others,NA,All,AllOther,0,NA,2,2016,2016,690,0,Others,1,NA,1,NA,NA
1586,1736,anal cytology collection procedures in predicting high-grade anal dysplasia in men who have sex with men,"Active, not recruiting",1,0,0,Anal Carcinoma|HIV Infection|Human Papillomavirus Infection,procedure,Others,415,Male,NIH&Combos,0,NA,4,2016,2013,2921,0,Others,1,NA,1,6.028278520230698,"(6,7]"
927,974,analgesic efficacy of intravenous ibuprofen in biliary colic,Completed,4,1,1,Biliary Colic,drug or biologic,NA,22,All,AllOther,1,0,0,2014,2014,1016,1,NA,2,efficacy,2,3.091042453358316,"(3,4]"
1857,2132,nash fitness intervention in thrombosis trial (nashfit),Terminated,5,0,0,Liver Diseases|Blood Disorder|Digestive System Disease,behavioral,Others,27,All,AllOther,1,0,0,2018,2018,1027,1,Others,0,NA,0,3.295836866004329,"(3,4]"
443,455,probiotics and the gut microbiome in obese hispanic youth,Terminated,5,0,0,"Obesity, Abdominal|Adiposity",other,Others,22,All,AllOther,1,0,4,2017,2015,317,1,Others,4,NA,2,3.091042453358316,"(3,4]"
3465,5264,pain coping skills for colorectal cancer survivors,Completed,4,0,0,Colorectal Cancer,behavioral,Others,29,All,AllOther,1,0,0,2016,2016,822,1,Others,0,NA,0,3.367295829986474,"(3,4]"
1301,1390,examining the change in microbiome diversity and urine metabolites after lignite extract use,Unknown status,8,0,0,Microbiome,other,Others,20,All,Industry&Combos,1,0,4,2017,2017,59,1,Others,2,NA,2,2.995732273553991,"(2,3]"
3103,4212,ablation confirmation study,Recruiting,2,0,0,"Cancer of the Liver|Liver Cancer|Neoplasms, Liver",device,Others,100,All,Industry&Combos,0,NA,0,2018,2019,1089,0,Others,1,NA,1,4.605170185988092,"(4,5]"
928,975,changes in intestinal permeability 4 hours after gluten challenge,Completed,4,0,0,Celiac Disease|Wheat Hypersensitivity|Gluten Sensitivity|Gluten Enteropathy|Immune System and Related Disorders|Duodenal Diseases,other,Others,60,All,AllOther,1,0,4,2017,2017,385,1,Others,3,NA,2,4.0943445622221,"(4,5]"
2171,2628,texas hepatocellular carcinoma consortium (thccc) project 5,"Active, not recruiting",1,0,0,"Carcinoma, Hepatocellular|Liver Neoplasms",behavioral,Others,2871,All,AllOther,1,0,4,2015,2018,1589,1,Others,2,NA,2,7.962415680121064,"(7,13]"
1768,1981,assessing a endoscopic mucosal resection site using different endoscopic imaging methods,Completed,4,1,1,Post-endoscopic Mucosal Resection of Colon Polyps,device,Others,230,All,Industry&Combos,0,NA,2,2016,2016,1004,0,Others,1,NA,1,5.438079308923196,"(5,6]"
1891,2190,evaluation of liver cancer with magnetic resonance imaging (mri),Completed,4,1,1,Hepatocellular Carcinoma|HCC,device,Others,84,All,AllOther,0,1,2,2013,2013,1707,0,Others,1,NA,1,4.430816798843313,"(4,5]"
388,398,pilot study to assess safety and feasibility of normothermic machine preservation in human liver transplantation,Completed,4,0,0,Liver Transplantation,device,Others,25,All,AllOther,0,1,0,2015,2016,1485,0,Others,1,safety,1,3.2188758248682006,"(3,4]"
3872,7128,acceptance of a partially-hydrolyzed infant formula,Completed,4,0,0,Stool,other,Others,100,All,Industry&Combos,1,0,4,2017,2017,497,1,Others,3,NA,2,4.605170185988092,"(4,5]"
3634,5743,one step versus two step approach for gestational diabetes mellitus screening,Unknown status,8,0,0,Gestational Diabetes,other,Others,284,Female,AllOther,1,0,2,2017,2016,273,1,Others,0,NA,0,5.648974238161206,"(5,6]"
838,877,ketogenic diet in non-alcoholic fatty liver disease,Recruiting,2,0,0,"Fatty Liver, Nonalcoholic|Liver Diseases",other,Others,24,All,AllOther,1,0,0,2018,2019,1025,1,Others,0,NA,0,3.1780538303479458,"(3,4]"
3664,5834,emst and swallowing in long-term survivors of hnca,Recruiting,2,0,0,Head and Neck Neoplasms|Deglutition Disorders,behavioral,Others,20,All,AllOther,1,0,4,2019,2018,1847,1,Others,1,NA,1,2.995732273553991,"(2,3]"
3198,4436,protein supplementation post bariatric surgery,Completed,4,0,0,Bariatric Surgery Candidate,other,Others,48,All,AllOther,1,0,4,2016,2016,853,1,Others,1,NA,1,3.871201010907891,"(3,4]"
3481,5284,effect of formula on infant behavior,Completed,4,0,0,Gastrointestinal Tolerance,other,Others,69,All,Industry&Combos,0,NA,4,2016,2016,183,0,Others,1,NA,1,4.23410650459726,"(4,5]"
1387,1487,effect of gut-cued eating on bmi and efficacy of open-label placebo to augment weight loss,Completed,4,0,0,Eating Behavior|Obesity|Body Weight|Hunger,behavioral,Others,31,All,AllOther,1,0,4,2019,2019,248,1,Others,0,efficacy,0,3.4339872044851463,"(3,4]"
1886,2184,self-monitoring and reminder texts to increase physical activity after cancer: a pilot randomized controlled trial,Completed,4,0,0,Colon Cancer|Rectum Cancer,behavioral,Others,42,All,AllOther,1,0,4,2016,2014,1054,1,Others,0,NA,0,3.7376696182833684,"(3,4]"
825,864,the inflammatory bowel disease - anti-inflammatory diet (ibd-aid),Completed,4,0,0,Inflammatory Bowel Diseases,other,Others,38,All,AllOther,0,NA,0,2021,2017,730,0,Others,1,NA,1,3.6375861597263857,"(3,4]"
1663,1832,choice architecture and colorectal cancer screening outreach,Completed,4,0,0,Cancer of Colon,behavioral,Others,423,All,AllOther,1,0,4,2017,2017,120,1,Others,1,NA,1,6.0473721790462776,"(6,7]"
4002,7563,a peer-based mobile-health intervention to increase access & adherence to hepatitis c treatment & hiv viral suppression,"Active, not recruiting",1,0,0,Hepatitis C|HIV|Risk Reduction Behavior,behavioral,Others,300,All,AllOther,1,0,4,2016,2016,1321,1,Others,2,NA,2,5.703782474656201,"(5,6]"
832,871,response of the gut microbiome and circulating metabolome to diet in children: ancillary study to kidfit (nct03405246),Enrolling by invitation,3,0,0,Gastrointestinal Microbiome|Metabolome|Pediatric Obesity|Dietary Approaches to Stop Hypertension,behavioral,Others,112,All,NIH&Combos,1,0,1,2018,2018,814,1,Others,1,NA,1,4.718498871295094,"(4,5]"
674,704,palliative care in improving quality of life in patients with newly diagnosed pancreatic cancer,Completed,4,0,0,Stage IIA Pancreatic Cancer|Stage IIB Pancreatic Cancer|Stage III Pancreatic Cancer|Stage IV Pancreatic Cancer,procedure,Others,10,All,NIH&Combos,0,NA,4,2014,2014,181,0,Others,1,NA,1,2.302585092994046,"(2,3]"
2336,2958,controlled trial of wls vs. cli for severely obese adolescents with nash,"Active, not recruiting",1,0,0,Obesity|Nonalcoholic Steatohepatitis|Nonalcoholic Fatty Liver Disease,behavioral,Others,62,All,AllOther,1,1,0,2015,2015,2253,1,Others,0,NA,0,4.127134385045092,"(4,5]"
945,993,temperature monitoring with innersense esophageal temperature sensor/feeding tube after birth through stabilization in vlbw infants,Completed,4,1,1,Body Temperature,device,Others,52,All,Industry&Combos,1,0,1,2014,2014,517,1,Others,0,NA,0,3.9512437185814275,"(3,4]"
1589,1739,vegetable intake effect on heterocyclic amine metabolism,Terminated,5,0,0,Colon Cancer,other,Others,25,All,AllOther,3,0,1,2021,2013,711,3,Others,0,NA,0,3.2188758248682006,"(3,4]"
1090,1152,optical imaging of gastrointestinal biopsy samples and their correlation with histology,Enrolling by invitation,3,0,0,Gastrointestinal Disease|Gastrointestinal Dysfunction,device,Others,200,All,AllOther,0,NA,NA,2020,2016,2472,0,Others,1,NA,1,5.298317366548036,"(5,6]"
465,480,a study to assess the efficacy and safety of salix probiotic blend in participants with functional gastrointestinal disturbances,Completed,4,0,0,Functional Gastrointestinal Disorders,other,Others,188,All,Industry&Combos,0,NA,4,2019,2019,126,0,Others,1,safety/efficacy,1,5.236441962829949,"(5,6]"
46,46,hrim vs mucosal impedance in gerd participants,Withdrawn,7,0,0,Gastro-esophageal Reflux Disease (GERD),device,Others,NA,All,AllOther,0,NA,2,2016,2016,1156,0,Others,1,NA,1,NA,NA
1124,1194,human milk and infant intestinal microbiome study,Completed,4,0,0,Breast Feeding|Human Microbiome,other,Others,6,All,AllOther,1,0,4,2017,2017,511,1,Others,2,NA,2,1.791759469228055,"(1,2]"
2467,3232,watermelon focused dietary inflammatory index intervention,Unknown status,8,0,0,Inflammation|Diet Modification,behavioral,Others,30,All,AllOther,1,1,1,2017,2017,92,1,Others,0,NA,0,3.4011973816621555,"(3,4]"
1588,1738,yogic breathing and ibs,Completed,4,0,0,IBS - Irritable Bowel Syndrome,behavioral,Others,14,All,AllOther,1,0,0,2020,2019,292,1,Others,1,NA,1,2.6390573296152584,"(2,3]"
1738,1940,3-tesla mri response to tace in hcc (liver cancer),Terminated,5,1,1,Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Localized Resectable Adult Primary Liver Cancer|Localized Unresectable Adult Primary Liver Cancer|Stage A Adult Primary Liver Cancer (BCLC)|Stage B Adult Primary Liver Cancer (BCLC),drug or biologic,NA,2,All,NIH&Combos,0,NA,2,2014,2014,656,0,NA,1,NA,1,0.6931471805599453,"(0,1]"
